814608,44428,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,15,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814609,44429,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,9,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814610,44430,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,12,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814611,44431,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,9,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814612,44432,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,17,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814613,44433,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,9,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814614,44434,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,12,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814615,44435,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,12,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814616,44436,0,0,1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,9,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814617,44437,0,0,1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,13,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814618,44438,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,11,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814619,44439,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,15,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814620,44440,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,30,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814621,44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814622,44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,8,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814623,44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814624,44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814625,44442,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,11,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
814626,44443,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,8,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814627,44444,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,9,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0
