1001,0.8,0.9,0.3,0.9
1002,0.3,0.9,0.3,0.9
1004,0.3,0.9,0.3,0.9
1005,0.5,0.9,0.3,0.9
1007,0.6,0.9,0.3,0.9
1009,0.7,0.9,0.3,0.9
1010,0.7,0.9,0.3,0.9
1011,0.9,0.9,0.3,0.9
1012,0.1,0.9,0.3,0.9
1013,0.2,0.9,0.3,0.9
1014,0.6,0.9,0.3,0.9
1031,0.7,0.9,0.3,0.9
1032,0.6,0.9,0.3,0.9
1033,0.5,0.9,0.3,0.9
20016,0.8,0.9,0.3,0.9
20017,0.3,0.9,0.3,0.9
20018,0.3,0.9,0.3,0.9
20019,0.5,0.9,0.3,0.9
20020,0.6,0.9,0.3,0.9
20022,0.7,0.9,0.3,0.9
20023,0.7,0.9,0.3,0.9
20024,0.9,0.9,0.3,0.9
20025,0.1,0.9,0.3,0.9
20026,0.2,0.9,0.3,0.9
20027,0.6,0.9,0.3,0.9
20028,0.7,0.9,0.3,0.9
20029,0.6,0.9,0.3,0.9
20030,0.5,0.9,0.3,0.9
20031,0.8,0.9,0.3,0.9
20032,0.3,0.9,0.3,0.9
20034,0.3,0.9,0.3,0.9
20035,0.5,0.9,0.3,0.9
20036,0.6,0.9,0.3,0.9
20037,0.7,0.9,0.3,0.9
20038,0.7,0.9,0.3,0.9
20039,0.9,0.9,0.3,0.9
20040,0.1,0.9,0.3,0.9
20041,0.2,0.9,0.3,0.9
20042,0.6,0.9,0.3,0.9
20043,0.7,0.9,0.3,0.9
20044,0.6,0.9,0.3,0.9
20045,0.5,0.9,0.3,0.9
20046,0.8,0.9,0.3,0.9
20047,0.3,0.9,0.3,0.9
20048,0.3,0.9,0.3,0.9
20049,0.5,0.9,0.3,0.9
20051,0.6,0.9,0.3,0.9
20052,0.7,0.9,0.3,0.9
20053,0.7,0.9,0.3,0.9
20054,0.9,0.9,0.3,0.9
20055,0.1,0.9,0.3,0.9
20056,0.2,0.9,0.3,0.9
20057,0.6,0.9,0.3,0.9
20058,0.7,0.9,0.3,0.9
20059,0.6,0.9,0.3,0.9
20061,0.5,0.9,0.3,0.9
20062,0.8,0.9,0.3,0.9
20064,0.3,0.9,0.3,0.9
20065,0.3,0.9,0.3,0.9
20066,0.5,0.9,0.3,0.9
20067,0.6,0.9,0.3,0.9
20068,0.7,0.9,0.3,0.9
20069,0.7,0.9,0.3,0.9
20070,0.9,0.9,0.3,0.9
20071,0.1,0.9,0.3,0.9
20072,0.2,0.9,0.3,0.9
20073,0.6,0.9,0.3,0.9
20074,0.7,0.9,0.3,0.9
20075,0.6,0.9,0.3,0.9
20076,0.5,0.9,0.3,0.9
20077,NULL,NULL,NULL,NULL
20078,NULL,NULL,NULL,NULL
20079,NULL,NULL,NULL,NULL
20080,NULL,NULL,NULL,NULL
20081,NULL,NULL,NULL,NULL
20082,NULL,NULL,NULL,NULL
20083,NULL,NULL,NULL,NULL
20084,NULL,NULL,NULL,NULL
20085,NULL,NULL,NULL,NULL
20086,NULL,NULL,NULL,NULL
20087,NULL,NULL,NULL,NULL
20088,NULL,NULL,NULL,NULL
20089,NULL,NULL,NULL,NULL
20090,NULL,NULL,NULL,NULL
20091,NULL,NULL,NULL,NULL
20092,NULL,NULL,NULL,NULL
20093,NULL,NULL,NULL,NULL
20094,NULL,NULL,NULL,NULL
20096,NULL,NULL,NULL,NULL
20097,NULL,NULL,NULL,NULL
20098,NULL,NULL,NULL,NULL
20102,NULL,NULL,NULL,NULL
20103,NULL,NULL,NULL,NULL
20104,NULL,NULL,NULL,NULL
20105,NULL,NULL,NULL,NULL
20106,NULL,NULL,NULL,NULL
20107,NULL,NULL,NULL,NULL
20108,NULL,NULL,NULL,NULL
20109,NULL,NULL,NULL,NULL
20110,NULL,NULL,NULL,NULL
20111,NULL,NULL,NULL,NULL
20112,NULL,NULL,NULL,NULL
20113,NULL,NULL,NULL,NULL
20114,NULL,NULL,NULL,NULL
20115,NULL,NULL,NULL,NULL
20116,NULL,NULL,NULL,NULL
20117,NULL,NULL,NULL,NULL
20118,NULL,NULL,NULL,NULL
20119,NULL,NULL,NULL,NULL
20120,NULL,NULL,NULL,NULL
20121,NULL,NULL,NULL,NULL
20122,NULL,NULL,NULL,NULL
20123,NULL,NULL,NULL,NULL
20124,NULL,NULL,NULL,NULL
20125,NULL,NULL,NULL,NULL
20126,NULL,NULL,NULL,NULL
20127,NULL,NULL,NULL,NULL
20128,NULL,NULL,NULL,NULL
20129,NULL,NULL,NULL,NULL
20130,NULL,NULL,NULL,NULL
20131,NULL,NULL,NULL,NULL
20132,NULL,NULL,NULL,NULL
20133,NULL,NULL,NULL,NULL
20134,NULL,NULL,NULL,NULL
20135,NULL,NULL,NULL,NULL
20136,NULL,NULL,NULL,NULL
20137,NULL,NULL,NULL,NULL
20138,NULL,NULL,NULL,NULL
20139,NULL,NULL,NULL,NULL
20140,NULL,NULL,NULL,NULL
20142,NULL,NULL,NULL,NULL
20143,NULL,NULL,NULL,NULL
20144,NULL,NULL,NULL,NULL
20145,NULL,NULL,NULL,NULL
20146,NULL,NULL,NULL,NULL
20147,NULL,NULL,NULL,NULL
20148,NULL,NULL,NULL,NULL
20149,NULL,NULL,NULL,NULL
20150,NULL,NULL,NULL,NULL
20151,NULL,NULL,NULL,NULL
20152,NULL,NULL,NULL,NULL
20153,NULL,NULL,NULL,NULL
20154,NULL,NULL,NULL,NULL
20155,NULL,NULL,NULL,NULL
20156,NULL,NULL,NULL,NULL
20157,NULL,NULL,NULL,NULL
20159,NULL,NULL,NULL,NULL
20160,NULL,NULL,NULL,NULL
20161,NULL,NULL,NULL,NULL
20162,NULL,NULL,NULL,NULL
20163,NULL,NULL,NULL,NULL
20164,NULL,NULL,NULL,NULL
20165,NULL,NULL,NULL,NULL
20166,NULL,NULL,NULL,NULL
20167,NULL,NULL,NULL,NULL
20168,NULL,NULL,NULL,NULL
20169,NULL,NULL,NULL,NULL
20170,NULL,NULL,NULL,NULL
20171,NULL,NULL,NULL,NULL
