44428,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,15,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,1,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44429,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,9,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,2,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44430,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,12,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,3,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44431,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,10,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,4,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44432,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,17,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,5,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44433,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,9,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,6,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44434,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,12,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,7,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44435,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,12,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,8,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44436,0,0,1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,9,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,9,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44437,0,0,1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,13,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,10,0,0,0,NULL,NULL,0,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44438,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,11,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,11,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44439,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,15,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,1,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44440,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,30,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,2,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,13,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,3,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44442,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,11,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,4,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
44443,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,8,3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,5,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
